student_id,login_frequency,avg_study_duration,assignment_delay_days,forum_participation,quiz_score_avg,resource_access_count,missed_deadlines_pct,session_break_freq,burnout_risk
STU-00974,10,3.17,0.33,9,92.08,16,2.58,2.11,0
STU-01001,4,2.86,3.19,5,53.86,6,16.57,5.05,1
STU-01873,4,1.69,3.65,3,69.99,6,21.64,3.79,1
STU-00199,9,3.78,0.5,13,78.86,19,6.72,2.51,0
STU-00562,11,4.84,0.17,7,89.52,19,5.68,2.25,0
STU-00686,9,5.25,0.14,7,91.79,17,2.16,1.48,0
STU-01214,4,1.5,3.67,2,60.38,5,18.43,4.33,1
STU-00591,14,4.88,0.93,12,87.56,16,1.25,2.26,0
STU-00520,14,4.91,0.99,13,90.68,15,1.06,2.15,0
STU-00309,9,5.02,0.06,8,93.28,19,4.74,2.43,0
STU-00605,11,4.9,0.26,8,93.67,17,2.92,2.23,0
STU-02155,3,1.0,6.61,1,39.2,3,67.55,11.22,2
STU-02260,1,1.5,7.73,1,38.44,2,56.2,9.62,2
STU-00060,13,4.73,0.46,11,98.18,20,1.88,1.18,0
STU-00584,12,4.71,0.24,15,78.0,19,2.37,2.1,1
STU-00860,9,4.71,1.2,8,79.28,20,1.97,1.22,0
STU-00208,12,4.6,0.11,9,86.82,15,0.74,1.58,0
STU-02018,2,0.25,6.81,0,37.6,1,59.62,9.53,2
STU-00870,14,3.82,0.1,15,84.65,15,0.97,1.88,0
STU-00786,12,3.57,0.01,13,95.35,22,0.96,1.72,0
STU-00907,11,4.33,0.01,14,92.13,16,2.14,1.13,0
STU-02428,1,1.5,8.12,0,29.98,3,63.74,10.61,2
STU-00793,13,4.76,0.14,11,78.0,17,2.59,1.57,0
STU-00832,10,4.21,0.44,8,96.25,15,0.63,2.82,0
STU-00163,13,3.22,0.47,7,90.78,18,1.94,2.17,0
STU-01308,5,2.42,3.56,5,65.0,6,26.4,4.6,1
STU-00527,11,3.96,0.23,11,86.5,16,3.52,2.01,0
STU-01577,7,3.12,4.6,2,54.88,10,28.49,4.14,1
STU-00257,12,3.49,0.25,7,89.38,15,1.23,2.17,0
STU-00507,12,4.14,0.16,11,87.67,21,1.16,0.62,0
STU-01957,2,1.19,8.07,0,47.29,2,68.3,8.96,2
STU-02121,3,0.32,8.61,1,46.21,1,77.75,10.65,2
STU-02229,0,1.44,8.18,1,29.45,0,55.29,9.26,2
STU-02165,1,1.5,8.19,0,47.49,2,70.66,7.94,2
STU-00863,14,4.83,0.32,9,81.93,16,0.49,2.65,0
STU-01676,7,2.9,2.99,3,66.58,6,19.35,4.87,0
STU-00021,9,5.53,0.2,8,86.08,17,0.41,1.8,0
STU-01405,5,2.11,3.19,2,62.81,8,25.84,4.53,1
STU-00440,14,5.22,0.01,15,99.78,17,1.41,1.44,0
STU-01088,5,2.51,2.62,5,58.95,7,26.96,4.77,1
STU-00382,11,3.94,0.34,10,91.63,20,3.65,1.15,0
STU-02109,3,0.82,7.16,1,36.4,1,64.25,7.87,2
STU-01262,5,2.82,4.19,2,61.42,6,20.64,4.76,1
STU-00539,10,4.36,0.37,10,91.98,17,2.62,2.13,0
STU-00882,10,5.02,0.16,8,87.94,21,0.87,2.03,0
STU-00903,9,5.16,0.75,14,89.06,22,0.65,1.44,0
STU-00084,13,3.84,0.06,14,81.49,18,0.95,1.81,0
STU-02104,1,0.03,6.72,0,23.87,2,61.62,7.74,2
STU-01201,5,1.5,2.92,3,72.2,8,25.45,5.11,1
STU-01310,6,1.95,3.44,2,65.51,8,29.27,4.8,1
STU-01227,5,2.38,4.02,4,68.66,6,32.98,4.54,1
STU-02131,2,0.72,8.39,1,25.79,1,74.06,7.47,2
STU-01750,5,2.25,3.77,3,59.43,5,21.49,4.54,1
STU-00271,12,3.94,0.01,15,78.95,14,4.15,1.76,0
STU-01272,6,1.81,3.24,5,65.63,10,22.69,3.0,1
STU-01260,4,1.73,3.03,3,64.29,5,25.28,4.25,1
STU-02061,2,0.36,6.11,0,38.07,2,55.77,7.61,2
STU-02264,0,0.14,8.92,1,44.48,1,74.32,10.88,2
STU-01600,6,1.78,2.53,5,56.96,5,25.93,4.3,1
STU-01961,3,1.5,6.82,0,47.94,1,55.63,8.64,2
STU-01030,6,2.86,2.24,3,62.16,5,24.55,4.52,1
STU-00430,10,4.28,0.46,13,83.91,15,2.72,1.21,0
STU-02005,1,1.35,7.86,1,35.59,0,64.85,9.56,2
STU-02194,3,0.06,7.18,0,36.43,3,61.63,8.88,2
STU-02205,3,1.46,7.33,0,41.8,1,80.0,7.87,2
STU-00459,13,4.28,0.42,10,97.77,19,2.48,2.28,0
STU-00079,11,3.83,0.24,7,88.29,19,1.31,2.2,0
STU-02430,2,0.72,8.33,0,32.53,2,56.5,8.94,2
STU-02133,0,0.26,7.97,1,39.18,1,59.57,10.17,2
STU-00033,12,3.58,0.36,9,86.36,17,0.37,2.67,0
STU-02125,2,0.63,8.24,1,33.85,3,53.62,9.76,2
STU-01350,5,2.68,2.0,4,55.28,10,16.87,4.65,1
STU-02244,2,0.46,6.59,1,33.87,1,57.3,9.29,2
STU-00381,12,4.71,0.42,7,89.64,21,0.68,1.82,0
STU-00227,10,4.28,0.06,14,87.68,14,0.65,1.97,0
STU-01995,3,0.28,6.0,1,39.03,0,69.43,8.86,2
STU-01193,5,3.5,4.46,5,58.11,8,17.68,3.45,1
STU-00716,9,3.44,1.2,9,84.89,17,2.51,1.83,0
STU-01763,4,2.52,3.16,3,73.32,9,29.17,4.6,1
STU-00687,14,4.11,0.11,15,90.07,15,0.42,2.33,0
STU-02132,2,0.11,9.12,1,31.6,3,71.3,8.78,1
STU-02485,2,0.0,6.01,1,19.6,1,55.34,11.56,2
STU-00306,12,5.11,0.35,8,88.21,19,4.66,1.56,0
STU-00210,12,4.79,0.03,13,88.16,21,1.41,1.42,0
STU-02154,0,0.31,7.27,1,32.1,2,75.87,9.56,2
STU-01671,6,3.06,2.56,3,57.32,10,27.02,3.81,1
STU-02478,3,0.0,7.88,1,40.44,3,54.24,9.75,2
STU-01072,4,3.02,3.76,5,52.0,7,33.67,5.01,1
STU-01935,0,0.57,8.51,0,44.3,2,64.03,8.78,2
STU-01138,5,2.01,3.84,2,55.16,9,22.21,6.06,1
STU-02008,2,0.47,6.0,1,43.72,3,58.87,8.91,2
STU-00938,11,3.76,0.25,15,94.35,20,3.09,2.85,0
STU-00192,14,4.56,0.13,9,88.0,22,3.03,1.94,0
STU-01212,5,2.85,3.28,2,64.22,7,19.3,4.78,1
STU-01076,5,2.16,3.19,2,56.6,8,31.11,3.72,1
STU-02457,3,1.5,8.09,1,30.66,3,65.99,7.46,1
STU-00484,13,5.4,0.11,14,87.1,17,2.75,2.18,0
STU-02384,0,0.56,7.88,0,43.92,1,65.56,9.91,2
STU-01605,6,3.25,3.86,2,58.86,8,27.58,4.21,1
STU-00278,13,4.47,0.53,9,94.04,22,1.0,2.09,0
STU-01509,6,3.5,3.39,4,53.44,5,23.98,6.11,1
STU-00222,14,3.42,0.05,9,91.86,19,0.86,1.4,0
STU-01230,6,2.15,2.0,4,70.5,5,33.3,5.33,1
STU-00572,14,5.07,0.1,9,87.8,19,3.24,2.3,0
STU-00412,14,4.31,0.46,9,89.98,16,2.84,1.81,0
STU-01314,4,2.24,3.33,3,63.29,5,20.57,4.96,1
STU-01678,4,3.01,3.42,4,62.45,10,29.46,4.55,1
STU-02179,0,0.07,7.64,0,33.09,1,57.41,8.62,2
STU-00586,11,4.12,0.6,7,89.23,22,3.41,2.01,0
STU-01731,5,2.11,2.73,2,61.56,9,17.63,5.04,1
STU-02020,1,1.33,6.0,0,32.82,3,61.03,10.69,2
STU-02494,2,0.0,7.38,0,36.61,2,80.0,8.62,2
STU-01564,5,2.71,2.0,2,67.0,9,25.74,4.62,1
STU-00675,12,4.93,0.12,15,83.21,20,0.26,1.68,0
STU-01178,6,2.13,2.49,2,67.24,6,32.04,4.7,2
STU-00856,14,4.83,0.21,13,91.78,16,2.29,2.48,0
STU-00448,13,3.4,1.2,11,79.31,16,3.73,2.36,0
STU-01906,2,1.5,6.0,1,50.0,2,58.58,7.29,2
STU-01531,6,1.98,3.03,4,66.5,10,28.04,3.0,1
STU-00223,13,4.73,0.02,9,92.56,18,2.29,1.91,0
STU-01725,7,2.96,3.53,5,64.44,9,23.27,5.23,1
STU-02226,0,1.08,8.95,1,22.81,0,63.99,10.66,2
STU-01629,7,1.68,3.66,5,64.44,8,26.8,4.17,1
STU-01557,7,1.98,2.99,3,70.0,8,36.36,4.28,2
STU-00970,12,3.38,0.34,12,96.2,17,0.48,1.65,0
STU-00046,13,5.31,0.75,7,85.03,21,0.32,2.66,0
STU-02190,2,0.31,6.55,0,28.24,0,61.43,7.17,2
STU-02365,0,0.6,9.53,1,26.34,3,73.74,7.84,2
STU-00295,14,4.35,0.03,10,84.78,17,4.05,1.85,0
STU-01160,7,1.91,3.93,4,69.75,9,26.85,3.65,1
STU-00589,11,4.79,0.02,8,88.79,16,3.67,1.89,0
STU-02054,0,1.5,7.46,0,23.44,0,59.25,7.0,2
STU-00258,9,4.99,0.61,8,85.71,14,3.22,2.07,0
STU-02064,1,1.5,7.74,1,36.42,1,75.73,8.29,2
STU-02467,1,0.3,7.65,0,33.77,0,49.94,8.03,2
STU-00927,10,3.68,0.59,11,80.17,15,3.08,2.41,1
STU-02119,0,0.16,6.16,1,44.41,3,53.75,9.33,1
STU-02298,1,0.56,7.84,1,44.46,1,51.97,8.49,2
STU-00437,14,4.73,0.17,8,84.57,15,1.61,1.13,0
STU-00977,14,5.35,0.21,13,99.76,18,0.14,1.76,0
STU-02037,1,0.68,7.63,1,22.87,1,65.64,9.1,2
STU-00394,12,4.05,0.53,12,100.0,18,0.9,2.45,0
STU-00426,9,4.16,0.04,7,92.45,17,1.74,1.99,0
STU-00535,9,4.33,0.37,15,88.2,15,2.09,1.48,0
STU-00031,9,4.79,0.09,7,92.64,21,0.46,1.65,0
STU-01643,6,2.04,2.88,5,72.64,9,30.24,3.67,1
STU-02082,2,0.36,6.58,0,21.91,3,57.23,8.86,2
STU-01147,5,2.1,2.76,5,58.2,8,28.1,5.87,0
STU-00747,10,4.08,0.01,7,92.19,16,0.42,1.97,0
STU-01751,7,3.2,3.69,4,62.65,7,15.0,4.01,1
STU-01985,1,0.6,8.42,0,38.6,2,50.96,8.89,2
STU-01269,4,1.86,2.0,5,73.84,10,27.27,4.34,1
STU-02343,2,0.79,7.18,0,24.44,1,47.5,7.45,2
STU-01719,4,2.66,3.06,3,65.25,5,21.65,4.93,1
STU-02213,2,0.19,7.06,0,29.64,3,68.22,9.48,2
STU-01413,7,2.13,3.11,3,60.57,9,31.36,4.3,1
STU-01712,5,1.5,2.08,3,61.7,5,30.11,3.71,1
STU-02013,3,0.1,7.87,1,48.15,0,62.17,7.92,2
STU-00345,14,5.08,0.28,7,84.17,19,5.19,1.43,0
STU-00557,9,3.9,0.55,8,89.49,14,0.47,2.04,0
STU-01424,7,3.03,3.29,2,62.38,9,15.0,4.39,1
STU-01038,4,3.5,2.61,4,56.9,5,25.21,4.39,1
STU-00681,12,4.7,0.0,14,84.68,19,1.56,2.28,0
STU-02230,0,1.5,7.05,1,30.93,1,59.26,8.2,2
STU-01107,7,2.27,3.49,2,55.73,5,24.49,5.36,1
STU-00571,9,5.27,0.14,12,92.64,14,0.16,1.19,1
STU-00353,13,5.0,0.9,15,86.27,22,1.24,1.77,0
STU-00092,12,5.05,0.06,10,88.07,17,3.69,1.31,0
STU-01211,4,3.14,3.93,5,74.0,5,23.7,3.46,1
STU-02107,0,0.23,8.18,1,29.57,2,73.44,9.46,2
STU-01271,5,2.35,2.81,3,58.02,9,25.72,4.26,1
STU-02277,0,1.5,9.67,1,26.39,0,59.42,8.61,2
STU-00262,12,4.63,0.33,9,87.43,14,1.21,1.91,0
STU-01463,7,2.51,3.74,3,64.48,6,24.21,3.74,1
STU-00749,13,4.42,0.57,8,89.72,17,1.89,1.89,0
STU-01412,5,1.8,3.93,2,52.0,8,25.89,4.18,1
STU-01766,6,2.13,2.57,2,67.06,7,24.36,5.63,1
STU-02438,1,0.05,7.53,1,32.71,1,68.26,10.24,2
STU-01384,6,3.15,2.95,4,64.68,9,28.25,5.01,1
STU-01005,5,2.82,3.27,4,63.5,5,22.12,4.2,1
STU-00568,13,5.19,0.8,12,83.35,15,1.99,1.48,0
STU-00323,9,4.5,0.01,13,98.38,14,4.47,2.43,0
STU-01894,3,0.18,6.74,0,31.04,1,56.91,7.06,2
STU-02084,3,0.47,8.55,0,34.75,0,64.04,7.27,2
STU-00349,14,5.15,0.97,8,87.19,16,5.16,1.88,0
STU-01090,6,2.58,4.85,2,63.68,9,26.79,3.1,1
STU-01851,6,2.67,2.14,4,67.44,9,25.28,5.4,1
STU-00301,14,4.01,0.66,7,88.63,15,0.55,3.0,0
STU-01659,4,1.88,2.57,4,68.31,9,21.89,5.04,1
STU-01317,7,3.17,3.61,4,58.54,9,25.49,3.62,1
STU-02015,3,0.56,6.96,0,31.29,0,69.54,7.74,2
STU-01011,7,2.79,2.72,4,62.3,7,15.0,4.6,1
STU-00965,13,3.93,0.7,9,89.24,14,1.23,1.9,0
STU-02370,1,0.28,6.67,0,38.05,0,63.46,9.36,2
STU-02356,2,0.74,9.35,0,32.67,1,55.83,10.59,2
STU-01129,4,2.7,3.18,5,61.26,10,30.81,5.37,1
STU-00316,14,4.99,0.01,11,91.44,22,5.3,0.81,0
STU-02070,0,1.3,9.18,1,27.94,2,53.75,8.17,2
STU-00454,14,3.07,0.1,12,88.22,16,1.99,1.53,0
STU-00914,11,3.0,0.19,10,85.95,14,1.63,2.36,0
STU-00602,10,4.6,1.2,14,78.0,15,3.34,1.8,0
STU-00176,12,4.27,0.13,14,89.94,15,0.16,1.25,0
STU-00901,13,4.34,0.24,14,95.44,18,1.01,1.9,0
STU-02273,2,1.09,7.61,1,45.54,3,54.8,8.25,2
STU-01299,7,3.0,2.0,5,58.81,7,32.89,4.94,2
STU-00038,11,4.15,0.04,14,95.38,15,2.52,2.33,0
STU-00975,13,4.97,0.7,12,85.56,14,0.61,1.52,0
STU-00124,13,4.57,0.37,15,78.0,22,0.35,1.05,0
STU-01742,5,2.36,2.2,3,74.0,9,27.63,4.61,1
STU-02419,3,1.4,7.57,0,35.61,2,65.56,9.37,2
STU-00040,10,5.39,0.47,15,89.01,22,2.09,2.22,0
STU-02417,0,1.5,6.0,0,28.98,1,56.1,8.56,2
STU-02010,3,0.47,8.14,0,34.22,1,70.08,8.76,1
STU-01772,4,2.33,4.4,3,72.73,9,27.8,5.64,1
STU-01966,2,0.08,6.98,0,22.44,0,58.19,8.68,2
STU-01499,4,2.53,3.37,3,58.86,10,35.34,4.63,1
STU-00635,10,4.44,0.53,15,87.27,14,0.35,2.23,0
STU-01967,2,1.5,7.69,0,32.2,0,69.89,8.88,2
STU-00580,12,4.14,0.32,9,84.16,17,1.45,1.84,0
STU-01536,4,2.46,3.05,4,52.0,7,30.81,4.76,1
STU-00893,9,4.03,0.17,10,88.08,18,2.03,1.9,0
STU-00781,12,3.37,0.2,15,78.0,22,3.24,0.92,0
STU-00160,13,3.79,1.11,9,94.63,16,1.82,1.78,0
STU-01653,4,2.47,3.4,5,58.19,10,18.11,5.56,1
STU-01152,5,2.85,3.4,2,61.71,8,26.47,4.92,1
STU-00062,14,4.11,0.27,10,80.76,16,2.0,1.07,0
STU-00850,14,3.93,0.38,7,89.64,14,1.25,2.49,0
STU-01545,7,2.9,3.29,4,67.38,7,29.43,5.31,1
STU-02411,2,1.5,6.0,1,35.0,1,68.86,10.51,2
STU-01044,5,2.71,2.0,2,68.91,9,22.63,4.92,1
STU-02204,0,1.07,6.82,0,39.32,0,55.11,7.75,2
STU-02167,0,1.45,6.67,0,32.86,1,77.8,7.44,2
STU-00054,11,4.77,0.13,13,78.84,16,1.92,2.25,0
STU-01547,6,2.74,2.33,5,60.86,7,21.35,4.57,1
STU-00506,9,5.01,0.73,7,88.13,17,1.87,1.14,1
STU-00753,10,5.05,0.6,7,85.8,21,2.19,2.11,0
STU-01380,5,2.27,3.81,3,70.8,8,28.75,4.92,1
STU-01422,7,2.08,2.55,5,59.85,9,20.05,4.59,1
STU-01392,6,1.93,3.11,4,54.05,5,24.73,3.6,1
STU-02375,2,0.18,6.49,1,23.27,0,59.89,7.81,2
STU-02284,3,0.29,7.79,1,26.29,2,65.18,10.06,2
STU-00772,12,3.82,0.35,13,94.6,19,4.35,2.37,0
STU-02339,2,0.98,8.22,0,33.19,0,61.18,12.0,2
STU-02235,0,0.54,6.0,1,38.47,0,62.29,8.69,1
STU-01194,4,1.9,3.04,2,64.26,8,28.32,4.23,1
STU-01190,6,2.67,3.61,3,65.62,10,27.29,3.76,1
STU-01899,3,0.34,7.11,0,33.22,1,57.28,9.61,2
STU-01819,6,2.22,2.45,4,61.02,8,26.22,5.27,1
STU-01866,7,2.62,3.19,4,55.31,6,22.07,3.79,1
STU-01191,5,2.9,4.01,3,65.08,10,20.94,4.15,1
STU-00964,12,4.44,0.5,13,90.6,20,2.85,2.1,0
STU-01667,5,2.7,2.5,4,54.71,7,27.66,5.08,1
STU-00399,9,4.21,0.83,7,86.13,18,3.4,1.78,0
STU-00585,14,4.46,0.06,12,96.57,18,1.73,2.08,0
STU-00949,14,3.51,0.63,10,95.19,20,1.71,2.39,0
STU-00705,11,4.34,0.72,10,92.1,15,4.35,1.18,0
STU-00432,10,4.29,0.33,14,94.38,14,3.56,1.48,0
STU-00293,10,4.78,0.79,14,95.52,20,2.12,1.81,0
STU-01852,5,2.34,2.77,5,72.2,10,21.53,4.41,1
STU-01445,6,2.75,2.96,3,63.92,8,15.0,5.02,1
STU-01602,5,2.55,4.17,2,58.79,5,32.38,5.23,1
STU-00003,10,4.39,0.08,12,94.11,18,0.94,2.01,0
STU-00577,12,4.72,0.05,11,86.51,18,2.15,1.36,1
STU-01791,5,3.48,3.79,3,63.59,8,26.1,3.87,1
STU-00340,11,4.87,0.02,8,95.55,14,0.61,2.35,0
STU-01106,5,2.47,3.16,3,59.13,6,30.41,3.0,0
STU-00926,12,4.68,0.25,8,90.19,21,2.01,2.62,1
STU-00266,12,4.83,0.33,9,96.91,20,0.8,1.76,0
STU-00377,14,4.61,0.25,15,81.31,16,5.24,2.82,0
STU-00272,10,4.73,0.13,9,94.33,18,3.08,1.97,0
STU-00697,9,4.47,0.23,11,84.86,15,0.51,2.09,0
STU-01619,5,2.08,2.78,2,62.02,6,26.6,3.65,1
STU-00245,13,4.51,0.34,9,90.58,21,3.22,1.02,0
STU-01652,5,2.47,2.89,5,62.45,7,34.22,3.13,1
STU-00477,12,4.36,0.4,9,84.48,21,1.95,1.8,1
STU-01179,7,2.08,3.31,5,64.44,10,26.59,4.0,1
STU-01196,7,2.47,2.33,4,60.11,10,28.41,5.37,1
STU-01286,5,1.7,3.82,5,61.93,5,16.79,3.72,1
STU-01166,5,2.22,3.33,3,60.15,8,30.05,3.93,1
STU-02253,0,0.56,8.59,1,50.0,3,69.15,8.99,2
STU-00251,10,4.34,0.44,13,80.34,18,4.12,2.36,0
STU-00414,10,4.63,0.51,12,88.34,22,4.38,1.9,0
STU-02412,0,0.06,8.92,1,23.98,2,70.38,10.66,2
STU-02081,3,0.2,8.57,0,40.28,3,62.87,8.65,2
STU-00311,12,4.32,1.2,9,78.0,15,2.28,1.17,0
STU-00894,13,3.52,0.47,9,81.56,21,1.61,2.37,0
STU-02423,0,0.07,7.33,1,46.48,3,68.74,8.54,1
STU-00016,9,4.66,0.26,11,84.94,18,1.37,1.28,0
STU-00722,9,4.46,0.02,11,86.5,14,2.37,1.15,0
STU-02191,1,0.71,7.88,0,40.21,3,69.19,7.0,2
STU-00982,12,4.02,0.24,7,91.67,16,2.21,0.6,0
STU-02105,0,0.12,6.0,0,25.15,3,61.53,8.41,2
STU-01974,0,0.4,6.65,1,29.56,1,65.49,10.67,2
STU-00364,11,4.64,0.17,10,91.86,21,2.59,2.05,0
STU-01620,4,3.15,3.86,4,69.12,9,26.63,4.37,1
STU-00183,13,3.7,0.06,8,81.01,17,4.82,1.54,0
STU-00986,13,4.13,0.04,13,86.09,21,2.06,1.18,0
STU-01388,4,1.95,2.99,2,57.37,5,28.95,4.17,1
STU-02120,1,0.27,8.49,1,18.0,0,65.56,7.94,2
STU-02076,1,0.01,6.79,1,30.77,0,66.14,9.79,1
STU-00188,13,3.77,0.14,9,100.0,17,1.61,2.36,0
STU-00620,12,5.19,0.37,11,87.75,22,1.01,2.79,0
STU-01122,5,3.07,3.0,3,71.92,8,21.31,3.0,1
STU-00615,12,4.62,0.01,14,87.13,18,3.09,1.51,0
STU-02196,1,0.65,6.37,0,41.27,3,44.11,10.61,2
STU-00995,10,3.91,0.47,8,84.09,20,1.07,1.08,0
STU-02034,3,0.17,7.38,1,35.54,0,54.05,9.39,2
STU-00372,10,5.44,0.88,10,89.76,17,1.8,2.23,0
STU-01339,7,3.41,4.19,5,62.32,8,25.23,4.62,1
STU-00594,9,3.3,0.06,14,92.69,20,1.41,1.98,0
STU-00727,9,3.99,0.92,12,86.11,16,0.78,1.43,0
STU-01843,6,2.34,3.55,2,60.53,9,33.15,3.85,1
STU-00688,14,4.95,0.31,13,89.05,14,3.07,0.63,0
STU-01661,6,3.19,3.4,3,62.52,5,31.25,5.46,1
STU-00137,11,3.2,0.15,13,91.98,18,1.98,2.21,0
STU-00629,10,4.46,0.16,15,94.11,19,0.99,1.89,0
STU-00335,10,3.6,0.48,14,90.82,15,0.43,1.12,0
STU-01481,5,2.19,4.69,5,66.84,7,23.4,5.18,1
STU-02237,0,0.97,7.4,1,37.76,0,63.34,8.75,2
STU-01110,7,2.76,3.81,2,62.73,6,20.52,3.58,1
STU-01361,4,2.47,2.51,3,70.64,7,27.14,4.12,1
STU-01787,7,2.46,4.03,5,66.15,5,20.53,5.21,1
STU-00711,11,5.38,1.2,13,95.4,14,1.32,2.13,0
STU-01040,6,1.9,3.35,5,67.51,5,16.82,3.86,1
STU-01309,4,2.96,2.44,5,64.85,7,27.23,3.4,1
STU-01775,7,2.91,3.58,3,60.27,9,17.69,5.83,1
STU-02299,0,0.62,7.45,0,42.6,0,67.94,9.82,2
STU-01113,5,2.26,3.21,2,53.81,9,25.81,6.08,1
STU-00466,11,4.08,0.11,15,88.85,18,0.55,0.97,0
STU-01360,6,2.83,3.2,5,61.06,6,26.62,6.5,1
STU-02472,0,0.79,10.0,1,37.78,1,53.03,7.16,1
STU-02146,3,0.06,7.95,0,32.04,2,69.01,10.36,2
STU-01105,4,2.25,2.53,2,60.64,7,25.2,4.23,1
STU-01387,5,1.87,3.27,4,61.0,6,26.53,3.47,1
STU-02000,0,0.07,7.3,1,40.28,2,61.22,11.04,1
STU-01452,5,2.8,3.28,2,67.01,9,24.89,4.66,2
STU-02092,1,1.5,6.61,1,36.55,3,62.15,9.48,2
STU-01860,4,2.85,5.19,3,63.67,6,29.29,3.4,1
STU-01171,5,1.62,3.55,4,69.44,8,21.62,3.86,1
STU-02099,3,0.22,8.14,1,39.79,0,64.44,11.1,2
STU-00817,9,5.01,0.22,9,81.51,14,0.57,0.78,0
STU-01068,5,2.88,2.95,2,63.0,8,25.64,3.27,1
STU-00275,14,5.21,0.38,10,83.04,17,4.52,1.5,0
STU-01702,7,2.68,3.37,2,67.16,10,24.45,4.12,1
STU-00866,10,4.41,0.04,9,81.55,14,3.01,2.06,0
STU-00102,14,4.7,0.55,10,90.26,18,2.82,1.56,0
STU-01614,5,2.96,3.34,3,64.28,8,25.09,6.23,1
STU-00108,12,4.88,0.38,14,91.35,14,1.03,2.52,0
STU-02489,1,0.13,7.06,1,38.1,3,73.26,10.19,2
STU-01484,7,2.59,3.39,4,57.84,9,25.86,4.58,1
STU-01362,6,2.41,2.2,2,61.61,8,18.92,5.5,1
STU-01223,6,2.67,2.91,2,63.19,8,31.91,4.82,1
STU-01369,6,3.02,3.0,5,64.24,7,27.31,4.2,1
STU-02173,1,0.05,7.7,1,31.42,1,58.15,11.25,1
STU-02373,2,0.56,7.58,1,47.01,0,79.18,9.86,2
STU-01500,6,3.5,2.72,5,59.45,9,23.9,6.35,1
STU-00713,9,5.54,0.3,15,92.42,16,1.38,2.74,1
STU-00073,12,4.07,0.06,12,92.18,15,5.37,2.21,0
STU-01801,7,2.44,4.49,5,61.7,9,31.98,4.86,1
STU-02404,1,0.87,7.4,1,24.39,0,64.64,10.4,2
STU-00482,12,4.44,0.12,13,81.28,22,1.55,1.35,0
STU-01666,4,2.1,3.01,5,61.47,7,23.36,3.9,1
STU-01420,4,2.39,3.59,4,63.43,7,17.46,4.5,1
STU-01172,7,2.65,3.09,2,66.01,7,30.46,3.59,1
STU-02023,1,0.04,8.86,0,31.01,1,62.31,10.28,2
STU-01442,6,2.3,4.11,4,56.03,7,28.98,3.36,1
STU-00406,10,4.51,0.41,8,81.93,17,1.78,1.25,0
STU-00758,14,4.18,0.3,11,83.15,16,0.99,1.29,0
STU-01363,5,2.67,3.79,3,65.37,9,28.48,4.42,0
STU-01621,7,2.49,3.58,5,63.94,5,15.0,4.92,1
STU-01612,5,2.21,3.83,2,54.3,7,26.34,4.67,1
STU-02221,3,0.61,7.93,0,45.17,2,71.39,7.99,2
STU-00744,14,4.16,0.24,11,93.31,19,0.9,2.02,0
STU-00807,11,3.58,0.48,13,87.67,20,1.1,1.92,0
STU-02309,3,0.72,9.37,1,32.79,3,80.0,12.0,2
STU-01318,6,2.08,4.24,5,68.05,7,31.6,5.47,1
STU-01897,2,0.62,8.1,0,32.13,0,56.68,8.61,2
STU-01507,4,2.03,2.77,4,70.04,8,28.6,4.54,1
STU-00149,9,4.78,0.07,7,97.31,21,2.13,1.64,0
STU-02112,1,1.5,7.5,1,36.13,1,65.01,9.59,2
STU-01437,7,1.89,3.33,4,61.03,10,31.11,4.8,1
STU-00693,9,3.75,1.2,7,94.26,16,0.48,0.92,0
STU-00819,12,4.79,0.05,14,87.81,17,0.31,1.53,1
STU-01757,6,1.95,2.13,5,73.56,5,20.88,4.87,1
STU-01654,5,2.01,2.85,2,59.33,10,26.71,5.35,1
STU-01715,4,1.63,4.11,4,60.2,6,19.48,4.81,1
STU-00702,10,4.26,0.01,12,78.95,21,8.0,1.44,0
STU-02212,3,0.26,7.08,0,34.28,2,67.0,9.57,2
STU-00922,13,4.76,0.3,11,81.49,16,0.5,1.79,0
STU-00906,13,3.15,0.37,12,88.39,19,1.43,2.07,0
STU-00455,12,6.31,0.46,12,88.5,18,2.02,2.04,1
STU-02394,1,0.68,8.09,0,35.5,0,55.07,7.07,2
STU-01794,6,2.24,3.0,3,57.54,10,20.28,4.98,2
STU-01229,7,3.29,3.8,3,61.81,10,21.71,6.05,1
STU-00168,13,5.12,0.31,8,87.23,15,2.51,0.63,0
STU-00731,9,4.57,0.32,10,95.21,20,0.85,1.38,0
STU-01579,4,2.35,2.15,3,70.36,7,23.27,5.54,1
STU-00027,10,5.78,0.36,11,82.52,21,7.22,2.66,0
STU-01345,6,1.77,4.83,3,63.36,7,22.3,3.98,1
STU-01524,5,3.49,2.74,3,65.02,10,24.75,3.3,1
STU-00998,11,4.66,0.0,11,80.83,21,6.47,0.97,0
STU-01177,7,3.03,3.53,2,55.71,5,37.0,4.51,1
STU-01041,7,2.72,3.02,2,70.6,7,28.22,3.52,1
STU-01622,7,2.31,3.74,2,61.26,5,30.11,4.66,1
STU-01256,6,2.7,2.94,5,65.15,5,33.48,4.08,1
STU-01888,1,0.06,9.28,0,36.52,2,59.85,7.29,2
STU-00042,12,3.54,0.12,7,90.62,16,3.99,1.56,0
STU-01245,5,3.5,3.95,5,64.73,8,23.45,5.73,1
STU-01627,6,2.24,3.43,2,67.86,6,37.0,4.09,1
